year,pov_dist,count,area_type,statefip
2015,101 to 150%,26052920,United States,
2015,151 to 200%,26225664,United States,
2015,50% or Less,13522089,United States,
2015,51 to 100%,21689419,United States,
2015,Over 200%,207027129,United States,
2016,101 to 150%,25498743,United States,
2016,151 to 200%,25395464,United States,
2016,50% or Less,13004192,United States,
2016,51 to 100%,20690003,United States,
2016,Over 200%,211226260,United States,
2017,101 to 150%,24434434,United States,
2017,151 to 200%,25187067,United States,
2017,50% or Less,12571386,United States,
2017,51 to 100%,19873567,United States,
2017,Over 200%,216565201,United States,
2018,101 to 150%,23935465,United States,
2018,151 to 200%,24951557,United States,
2018,50% or Less,12188957,United States,
2018,51 to 100%,19533400,United States,
2018,Over 200%,220738693,United States,
2019,101 to 150%,22749960,United States,
2019,151 to 200%,24456347,United States,
2019,50% or Less,11407589,United States,
2019,51 to 100%,18097187,United States,
2019,Over 200%,226824817,United States,
2020,101 to 150%,21898875,United States,
2020,151 to 200%,24020045,United States,
2020,50% or Less,11050065,United States,
2020,51 to 100%,17234725,United States,
2020,Over 200%,233264754,United States,
2021,101 to 150%,22644803,United States,
2021,151 to 200%,24332117,United States,
2021,50% or Less,13831945,United States,
2021,51 to 100%,17910476,United States,
2021,Over 200%,237039136,United States,
2022,101 to 150%,22266530,United States,
2022,151 to 200%,24038524,United States,
2022,50% or Less,13366223,United States,
2022,51 to 100%,17534281,United States,
2022,Over 200%,242394439,United States,
2015,101 to 150%,448749,state,alabama
2015,101 to 150%,52466,state,alaska
2015,101 to 150%,630862,state,arizona
2015,101 to 150%,328843,state,arkansas
2015,101 to 150%,3271878,state,california
2015,101 to 150%,374804,state,colorado
2015,101 to 150%,188468,state,connecticut
2015,101 to 150%,52771,state,delaware
2015,101 to 150%,37241,state,district of columbia
2015,101 to 150%,1788403,state,florida
2015,101 to 150%,904517,state,georgia
2015,101 to 150%,99712,state,hawaii
2015,101 to 150%,159491,state,idaho
2015,101 to 150%,928320,state,illinois
2015,101 to 150%,558361,state,indiana
2015,101 to 150%,266410,state,iowa
2015,101 to 150%,215127,state,kansas
2015,101 to 150%,423286,state,kentucky
2015,101 to 150%,438676,state,louisiana
2015,101 to 150%,109120,state,maine
2015,101 to 150%,305365,state,maryland
2015,101 to 150%,382772,state,massachusetts
2015,101 to 150%,806768,state,michigan
2015,101 to 150%,373575,state,minnesota
2015,101 to 150%,346643,state,mississippi
2015,101 to 150%,490001,state,missouri
2015,101 to 150%,89239,state,montana
2015,101 to 150%,161092,state,nebraska
2015,101 to 150%,253865,state,nevada
2015,101 to 150%,64815,state,new hampshire
2015,101 to 150%,554410,state,new jersey
2015,101 to 150%,201449,state,new mexico
2015,101 to 150%,1489764,state,new york
2015,101 to 150%,947126,state,north carolina
2015,101 to 150%,47141,state,north dakota
2015,101 to 150%,937215,state,ohio
2015,101 to 150%,369588,state,oklahoma
2015,101 to 150%,307801,state,oregon
2015,101 to 150%,932501,state,pennsylvania
2015,101 to 150%,68505,state,rhode island
2015,101 to 150%,438947,state,south carolina
2015,101 to 150%,66488,state,south dakota
2015,101 to 150%,611334,state,tennessee
2015,101 to 150%,2560426,state,texas
2015,101 to 150%,218475,state,utah
2015,101 to 150%,37118,state,vermont
2015,101 to 150%,547376,state,virginia
2015,101 to 150%,511104,state,washington
2015,101 to 150%,182474,state,west virginia
2015,101 to 150%,440445,state,wisconsin
2015,101 to 150%,31593,state,wyoming
2015,151 to 200%,432331,state,alabama
2015,151 to 200%,61407,state,alaska
2015,151 to 200%,594025,state,arizona
2015,151 to 200%,295236,state,arkansas
2015,151 to 200%,3167657,state,california
2015,151 to 200%,416268,state,colorado
2015,151 to 200%,196313,state,connecticut
2015,151 to 200%,75001,state,delaware
2015,151 to 200%,39945,state,district of columbia
2015,151 to 200%,1820011,state,florida
2015,151 to 200%,901149,state,georgia
2015,151 to 200%,95100,state,hawaii
2015,151 to 200%,172741,state,idaho
2015,151 to 200%,985282,state,illinois
2015,151 to 200%,597299,state,indiana
2015,151 to 200%,261948,state,iowa
2015,151 to 200%,249121,state,kansas
2015,151 to 200%,402100,state,kentucky
2015,151 to 200%,395470,state,louisiana
2015,151 to 200%,109558,state,maine
2015,151 to 200%,348070,state,maryland
2015,151 to 200%,374361,state,massachusetts
2015,151 to 200%,845338,state,michigan
2015,151 to 200%,368591,state,minnesota
2015,151 to 200%,299713,state,mississippi
2015,151 to 200%,564782,state,missouri
2015,151 to 200%,83341,state,montana
2015,151 to 200%,162049,state,nebraska
2015,151 to 200%,253296,state,nevada
2015,151 to 200%,74418,state,new hampshire
2015,151 to 200%,534745,state,new jersey
2015,151 to 200%,191405,state,new mexico
2015,151 to 200%,1330535,state,new york
2015,151 to 200%,932969,state,north carolina
2015,151 to 200%,55339,state,north dakota
2015,151 to 200%,1022709,state,ohio
2015,151 to 200%,383999,state,oklahoma
2015,151 to 200%,339392,state,oregon
2015,151 to 200%,1004873,state,pennsylvania
2015,151 to 200%,79398,state,rhode island
2015,151 to 200%,452250,state,south carolina
2015,151 to 200%,75626,state,south dakota
2015,151 to 200%,634905,state,tennessee
2015,151 to 200%,2397446,state,texas
2015,151 to 200%,282990,state,utah
2015,151 to 200%,52437,state,vermont
2015,151 to 200%,556461,state,virginia
2015,151 to 200%,553285,state,washington
2015,151 to 200%,179328,state,west virginia
2015,151 to 200%,475705,state,wisconsin
2015,151 to 200%,47946,state,wyoming
2015,50% or Less,280411,state,alabama
2015,50% or Less,29939,state,alaska
2015,50% or Less,347704,state,arizona
2015,50% or Less,156592,state,arkansas
2015,50% or Less,1511386,state,california
2015,50% or Less,167428,state,colorado
2015,50% or Less,110949,state,connecticut
2015,50% or Less,44970,state,delaware
2015,50% or Less,32568,state,district of columbia
2015,50% or Less,863387,state,florida
2015,50% or Less,543882,state,georgia
2015,50% or Less,44864,state,hawaii
2015,50% or Less,60238,state,idaho
2015,50% or Less,544390,state,illinois
2015,50% or Less,281176,state,indiana
2015,50% or Less,116383,state,iowa
2015,50% or Less,99414,state,kansas
2015,50% or Less,232136,state,kentucky
2015,50% or Less,278150,state,louisiana
2015,50% or Less,33653,state,maine
2015,50% or Less,189021,state,maryland
2015,50% or Less,230715,state,massachusetts
2015,50% or Less,481121,state,michigan
2015,50% or Less,142687,state,minnesota
2015,50% or Less,231742,state,mississippi
2015,50% or Less,238904,state,missouri
2015,50% or Less,38676,state,montana
2015,50% or Less,61423,state,nebraska
2015,50% or Less,119280,state,nevada
2015,50% or Less,25416,state,new hampshire
2015,50% or Less,299407,state,new jersey
2015,50% or Less,116739,state,new mexico
2015,50% or Less,876666,state,new york
2015,50% or Less,486680,state,north carolina
2015,50% or Less,22718,state,north dakota
2015,50% or Less,547225,state,ohio
2015,50% or Less,193781,state,oklahoma
2015,50% or Less,154050,state,oregon
2015,50% or Less,486048,state,pennsylvania
2015,50% or Less,41259,state,rhode island
2015,50% or Less,239409,state,south carolina
2015,50% or Less,37153,state,south dakota
2015,50% or Less,346654,state,tennessee
2015,50% or Less,1236248,state,texas
2015,50% or Less,91059,state,utah
2015,50% or Less,14299,state,vermont
2015,50% or Less,283068,state,virginia
2015,50% or Less,229429,state,washington
2015,50% or Less,100861,state,west virginia
2015,50% or Less,166432,state,wisconsin
2015,50% or Less,14299,state,wyoming
2015,51 to 100%,423904,state,alabama
2015,51 to 100%,53107,state,alaska
2015,51 to 100%,527832,state,arizona
2015,51 to 100%,296955,state,arkansas
2015,51 to 100%,2757206,state,california
2015,51 to 100%,267985,state,colorado
2015,51 to 100%,150108,state,connecticut
2015,51 to 100%,53772,state,delaware
2015,51 to 100%,39581,state,district of columbia
2015,51 to 100%,1386224,state,florida
2015,51 to 100%,815436,state,georgia
2015,51 to 100%,62106,state,hawaii
2015,51 to 100%,104745,state,idaho
2015,51 to 100%,822223,state,illinois
2015,51 to 100%,459759,state,indiana
2015,51 to 100%,165001,state,iowa
2015,51 to 100%,176676,state,kansas
2015,51 to 100%,413029,state,kentucky
2015,51 to 100%,402376,state,louisiana
2015,51 to 100%,86141,state,maine
2015,51 to 100%,234944,state,maryland
2015,51 to 100%,313047,state,massachusetts
2015,51 to 100%,696426,state,michigan
2015,51 to 100%,252512,state,minnesota
2015,51 to 100%,296543,state,mississippi
2015,51 to 100%,419590,state,missouri
2015,51 to 100%,60363,state,montana
2015,51 to 100%,113940,state,nebraska
2015,51 to 100%,193647,state,nevada
2015,51 to 100%,49773,state,new hampshire
2015,51 to 100%,439677,state,new jersey
2015,51 to 100%,214255,state,new mexico
2015,51 to 100%,1391392,state,new york
2015,51 to 100%,783634,state,north carolina
2015,51 to 100%,36449,state,north dakota
2015,51 to 100%,810327,state,ohio
2015,51 to 100%,285498,state,oklahoma
2015,51 to 100%,259388,state,oregon
2015,51 to 100%,750769,state,pennsylvania
2015,51 to 100%,65811,state,rhode island
2015,51 to 100%,381845,state,south carolina
2015,51 to 100%,40798,state,south dakota
2015,51 to 100%,529621,state,tennessee
2015,51 to 100%,2153318,state,texas
2015,51 to 100%,159442,state,utah
2015,51 to 100%,30965,state,vermont
2015,51 to 100%,393781,state,virginia
2015,51 to 100%,384259,state,washington
2015,51 to 100%,152739,state,west virginia
2015,51 to 100%,304867,state,wisconsin
2015,51 to 100%,25633,state,wyoming
2015,Over 200%,2760815,state,alabama
2015,Over 200%,451564,state,alaska
2015,Over 200%,4095102,state,arizona
2015,Over 200%,1687469,state,arkansas
2015,Over 200%,24978259,state,california
2015,Over 200%,3904692,state,colorado
2015,Over 200%,2599615,state,connecticut
2015,Over 200%,654049,state,delaware
2015,Over 200%,441822,state,district of columbia
2015,Over 200%,11809430,state,florida
2015,Over 200%,6089949,state,georgia
2015,Over 200%,948578,state,hawaii
2015,Over 200%,1000166,state,idaho
2015,Over 200%,8615706,state,illinois
2015,Over 200%,4201489,state,indiana
2015,Over 200%,2158154,state,iowa
2015,Over 200%,1959947,state,kansas
2015,Over 200%,2647643,state,kentucky
2015,Over 200%,2612674,state,louisiana
2015,Over 200%,892445,state,maine
2015,Over 200%,4490858,state,maryland
2015,Over 200%,4899739,state,massachusetts
2015,Over 200%,6432573,state,michigan
2015,Over 200%,4088860,state,minnesota
2015,Over 200%,1556877,state,mississippi
2015,Over 200%,3944355,state,missouri
2015,Over 200%,663090,state,montana
2015,Over 200%,1327363,state,nebraska
2015,Over 200%,1761518,state,nevada
2015,Over 200%,1016807,state,new hampshire
2015,Over 200%,6453333,state,new jersey
2015,Over 200%,1095158,state,new mexico
2015,Over 200%,12922216,state,new york
2015,Over 200%,6044996,state,north carolina
2015,Over 200%,580326,state,north dakota
2015,Over 200%,7638580,state,ohio
2015,Over 200%,2367879,state,oklahoma
2015,Over 200%,2662366,state,oregon
2015,Over 200%,8684061,state,pennsylvania
2015,Over 200%,698031,state,rhode island
2015,Over 200%,2863571,state,south carolina
2015,Over 200%,585116,state,south dakota
2015,Over 200%,3962261,state,tennessee
2015,Over 200%,16710568,state,texas
2015,Over 200%,2028851,state,utah
2015,Over 200%,430543,state,vermont
2015,Over 200%,5909253,state,virginia
2015,Over 200%,5101044,state,washington
2015,Over 200%,1067682,state,west virginia
2015,Over 200%,4104154,state,wisconsin
2015,Over 200%,425532,state,wyoming
2016,101 to 150%,443449,state,alabama
2016,101 to 150%,47711,state,alaska
2016,101 to 150%,584015,state,arizona
2016,101 to 150%,338571,state,arkansas
2016,101 to 150%,3180886,state,california
2016,101 to 150%,384890,state,colorado
2016,101 to 150%,169654,state,connecticut
2016,101 to 150%,52063,state,delaware
2016,101 to 150%,30982,state,district of columbia
2016,101 to 150%,1792970,state,florida
2016,101 to 150%,899283,state,georgia
2016,101 to 150%,84836,state,hawaii
2016,101 to 150%,159763,state,idaho
2016,101 to 150%,968802,state,illinois
2016,101 to 150%,552241,state,indiana
2016,101 to 150%,226232,state,iowa
2016,101 to 150%,236910,state,kansas
2016,101 to 150%,405448,state,kentucky
2016,101 to 150%,414366,state,louisiana
2016,101 to 150%,95901,state,maine
2016,101 to 150%,311362,state,maryland
2016,101 to 150%,337890,state,massachusetts
2016,101 to 150%,769434,state,michigan
2016,101 to 150%,359980,state,minnesota
2016,101 to 150%,290693,state,mississippi
2016,101 to 150%,522922,state,missouri
2016,101 to 150%,101083,state,montana
2016,101 to 150%,133153,state,nebraska
2016,101 to 150%,261391,state,nevada
2016,101 to 150%,60697,state,new hampshire
2016,101 to 150%,542789,state,new jersey
2016,101 to 150%,213740,state,new mexico
2016,101 to 150%,1396388,state,new york
2016,101 to 150%,934463,state,north carolina
2016,101 to 150%,46822,state,north dakota
2016,101 to 150%,912899,state,ohio
2016,101 to 150%,393734,state,oklahoma
2016,101 to 150%,324050,state,oregon
2016,101 to 150%,916871,state,pennsylvania
2016,101 to 150%,67768,state,rhode island
2016,101 to 150%,426078,state,south carolina
2016,101 to 150%,63325,state,south dakota
2016,101 to 150%,592183,state,tennessee
2016,101 to 150%,2550998,state,texas
2016,101 to 150%,231988,state,utah
2016,101 to 150%,45492,state,vermont
2016,101 to 150%,509366,state,virginia
2016,101 to 150%,473819,state,washington
2016,101 to 150%,178284,state,west virginia
2016,101 to 150%,419317,state,wisconsin
2016,101 to 150%,40791,state,wyoming
2016,151 to 200%,423794,state,alabama
2016,151 to 200%,60011,state,alaska
2016,151 to 200%,638824,state,arizona
2016,151 to 200%,305811,state,arkansas
2016,151 to 200%,3037063,state,california
2016,151 to 200%,376426,state,colorado
2016,151 to 200%,207038,state,connecticut
2016,151 to 200%,58363,state,delaware
2016,151 to 200%,25660,state,district of columbia
2016,151 to 200%,1760287,state,florida
2016,151 to 200%,824694,state,georgia
2016,151 to 200%,95296,state,hawaii
2016,151 to 200%,169362,state,idaho
2016,151 to 200%,969264,state,illinois
2016,151 to 200%,562369,state,indiana
2016,151 to 200%,257677,state,iowa
2016,151 to 200%,235578,state,kansas
2016,151 to 200%,400598,state,kentucky
2016,151 to 200%,369520,state,louisiana
2016,151 to 200%,102977,state,maine
2016,151 to 200%,314214,state,maryland
2016,151 to 200%,359202,state,massachusetts
2016,151 to 200%,815270,state,michigan
2016,151 to 200%,369679,state,minnesota
2016,151 to 200%,277403,state,mississippi
2016,151 to 200%,524476,state,missouri
2016,151 to 200%,85452,state,montana
2016,151 to 200%,170908,state,nebraska
2016,151 to 200%,241041,state,nevada
2016,151 to 200%,74785,state,new hampshire
2016,151 to 200%,522138,state,new jersey
2016,151 to 200%,184525,state,new mexico
2016,151 to 200%,1397440,state,new york
2016,151 to 200%,881234,state,north carolina
2016,151 to 200%,56806,state,north dakota
2016,151 to 200%,953120,state,ohio
2016,151 to 200%,355991,state,oklahoma
2016,151 to 200%,330885,state,oregon
2016,151 to 200%,969828,state,pennsylvania
2016,151 to 200%,69846,state,rhode island
2016,151 to 200%,454998,state,south carolina
2016,151 to 200%,70233,state,south dakota
2016,151 to 200%,615559,state,tennessee
2016,151 to 200%,2394784,state,texas
2016,151 to 200%,264572,state,utah
2016,151 to 200%,46653,state,vermont
2016,151 to 200%,529310,state,virginia
2016,151 to 200%,524151,state,washington
2016,151 to 200%,182601,state,west virginia
2016,151 to 200%,431576,state,wisconsin
2016,151 to 200%,46172,state,wyoming
2016,50% or Less,256606,state,alabama
2016,50% or Less,23637,state,alaska
2016,50% or Less,368124,state,arizona
2016,50% or Less,156033,state,arkansas
2016,50% or Less,1440272,state,california
2016,50% or Less,153613,state,colorado
2016,50% or Less,99756,state,connecticut
2016,50% or Less,31421,state,delaware
2016,50% or Less,52160,state,district of columbia
2016,50% or Less,791081,state,florida
2016,50% or Less,498452,state,georgia
2016,50% or Less,39102,state,hawaii
2016,50% or Less,59423,state,idaho
2016,50% or Less,509749,state,illinois
2016,50% or Less,269187,state,indiana
2016,50% or Less,92934,state,iowa
2016,50% or Less,95578,state,kansas
2016,50% or Less,254495,state,kentucky
2016,50% or Less,283222,state,louisiana
2016,50% or Less,43053,state,maine
2016,50% or Less,162715,state,maryland
2016,50% or Less,222484,state,massachusetts
2016,50% or Less,435870,state,michigan
2016,50% or Less,138683,state,minnesota
2016,50% or Less,201054,state,mississippi
2016,50% or Less,252571,state,missouri
2016,50% or Less,37808,state,montana
2016,50% or Less,73815,state,nebraska
2016,50% or Less,108264,state,nevada
2016,50% or Less,22046,state,new hampshire
2016,50% or Less,251785,state,new jersey
2016,50% or Less,122686,state,new mexico
2016,50% or Less,871922,state,new york
2016,50% or Less,473560,state,north carolina
2016,50% or Less,24726,state,north dakota
2016,50% or Less,549323,state,ohio
2016,50% or Less,174661,state,oklahoma
2016,50% or Less,120790,state,oregon
2016,50% or Less,461794,state,pennsylvania
2016,50% or Less,40189,state,rhode island
2016,50% or Less,234422,state,south carolina
2016,50% or Less,42491,state,south dakota
2016,50% or Less,325832,state,tennessee
2016,50% or Less,1252463,state,texas
2016,50% or Less,85363,state,utah
2016,50% or Less,15204,state,vermont
2016,50% or Less,268427,state,virginia
2016,50% or Less,216800,state,washington
2016,50% or Less,91476,state,west virginia
2016,50% or Less,191694,state,wisconsin
2016,50% or Less,15376,state,wyoming
2016,51 to 100%,394886,state,alabama
2016,51 to 100%,47720,state,alaska
2016,51 to 100%,495800,state,arizona
2016,51 to 100%,248063,state,arkansas
2016,51 to 100%,2581210,state,california
2016,51 to 100%,272877,state,colorado
2016,51 to 100%,145956,state,connecticut
2016,51 to 100%,44810,state,delaware
2016,51 to 100%,34641,state,district of columbia
2016,51 to 100%,1333630,state,florida
2016,51 to 100%,738597,state,georgia
2016,51 to 100%,68087,state,hawaii
2016,51 to 100%,117192,state,idaho
2016,51 to 100%,754237,state,illinois
2016,51 to 100%,426374,state,indiana
2016,51 to 100%,163887,state,iowa
2016,51 to 100%,152785,state,kansas
2016,51 to 100%,404103,state,kentucky
2016,51 to 100%,434837,state,louisiana
2016,51 to 100%,75320,state,maine
2016,51 to 100%,230275,state,maryland
2016,51 to 100%,295782,state,massachusetts
2016,51 to 100%,684557,state,michigan
2016,51 to 100%,229275,state,minnesota
2016,51 to 100%,285501,state,mississippi
2016,51 to 100%,383579,state,missouri
2016,51 to 100%,58201,state,montana
2016,51 to 100%,98372,state,nebraska
2016,51 to 100%,173204,state,nevada
2016,51 to 100%,37769,state,new hampshire
2016,51 to 100%,432501,state,new jersey
2016,51 to 100%,194562,state,new mexico
2016,51 to 100%,1329429,state,new york
2016,51 to 100%,743959,state,north carolina
2016,51 to 100%,35343,state,north dakota
2016,51 to 100%,757636,state,ohio
2016,51 to 100%,304208,state,oklahoma
2016,51 to 100%,243573,state,oregon
2016,51 to 100%,755124,state,pennsylvania
2016,51 to 100%,60980,state,rhode island
2016,51 to 100%,333487,state,south carolina
2016,51 to 100%,43585,state,south dakota
2016,51 to 100%,499444,state,tennessee
2016,51 to 100%,2151114,state,texas
2016,51 to 100%,137957,state,utah
2016,51 to 100%,24356,state,vermont
2016,51 to 100%,402120,state,virginia
2016,51 to 100%,344196,state,washington
2016,51 to 100%,157111,state,west virginia
2016,51 to 100%,302177,state,wisconsin
2016,51 to 100%,25614,state,wyoming
2016,Over 200%,2797993,state,alabama
2016,Over 200%,481989,state,alaska
2016,Over 200%,4295148,state,arizona
2016,Over 200%,1693938,state,arkansas
2016,Over 200%,25547000,state,california
2016,Over 200%,4005701,state,colorado
2016,Over 200%,2636204,state,connecticut
2016,Over 200%,651690,state,delaware
2016,Over 200%,429691,state,district of columbia
2016,Over 200%,12218533,state,florida
2016,Over 200%,6307333,state,georgia
2016,Over 200%,980078,state,hawaii
2016,Over 200%,1043042,state,idaho
2016,Over 200%,8692840,state,illinois
2016,Over 200%,4363891,state,indiana
2016,Over 200%,2251743,state,iowa
2016,Over 200%,1955717,state,kansas
2016,Over 200%,2661768,state,kentucky
2016,Over 200%,2606526,state,louisiana
2016,Over 200%,869217,state,maine
2016,Over 200%,4491858,state,maryland
2016,Over 200%,5038409,state,massachusetts
2016,Over 200%,6608138,state,michigan
2016,Over 200%,4102800,state,minnesota
2016,Over 200%,1596843,state,mississippi
2016,Over 200%,4018995,state,missouri
2016,Over 200%,681603,state,montana
2016,Over 200%,1357689,state,nebraska
2016,Over 200%,1845246,state,nevada
2016,Over 200%,1051254,state,new hampshire
2016,Over 200%,6516105,state,new jersey
2016,Over 200%,1129129,state,new mexico
2016,Over 200%,13025677,state,new york
2016,Over 200%,6272340,state,north carolina
2016,Over 200%,560498,state,north dakota
2016,Over 200%,7752720,state,ohio
2016,Over 200%,2369784,state,oklahoma
2016,Over 200%,2768932,state,oregon
2016,Over 200%,8683473,state,pennsylvania
2016,Over 200%,696974,state,rhode island
2016,Over 200%,2963132,state,south carolina
2016,Over 200%,580396,state,south dakota
2016,Over 200%,4087237,state,tennessee
2016,Over 200%,17032853,state,texas
2016,Over 200%,2140781,state,utah
2016,Over 200%,450199,state,vermont
2016,Over 200%,6000432,state,virginia
2016,Over 200%,5309696,state,washington
2016,Over 200%,1050648,state,west virginia
2016,Over 200%,4145734,state,wisconsin
2016,Over 200%,406643,state,wyoming
2017,101 to 150%,448426,state,alabama
2017,101 to 150%,54262,state,alaska
2017,101 to 150%,590090,state,arizona
2017,101 to 150%,328697,state,arkansas
2017,101 to 150%,2900807,state,california
2017,101 to 150%,321844,state,colorado
2017,101 to 150%,184731,state,connecticut
2017,101 to 150%,68440,state,delaware
2017,101 to 150%,29992,state,district of columbia
2017,101 to 150%,1708126,state,florida
2017,101 to 150%,862670,state,georgia
2017,101 to 150%,90708,state,hawaii
2017,101 to 150%,151615,state,idaho
2017,101 to 150%,899716,state,illinois
2017,101 to 150%,522819,state,indiana
2017,101 to 150%,230840,state,iowa
2017,101 to 150%,219710,state,kansas
2017,101 to 150%,395081,state,kentucky
2017,101 to 150%,443033,state,louisiana
2017,101 to 150%,94973,state,maine
2017,101 to 150%,307138,state,maryland
2017,101 to 150%,372079,state,massachusetts
2017,101 to 150%,809653,state,michigan
2017,101 to 150%,314289,state,minnesota
2017,101 to 150%,297653,state,mississippi
2017,101 to 150%,512907,state,missouri
2017,101 to 150%,78196,state,montana
2017,101 to 150%,134942,state,nebraska
2017,101 to 150%,237540,state,nevada
2017,101 to 150%,60132,state,new hampshire
2017,101 to 150%,480897,state,new jersey
2017,101 to 150%,186136,state,new mexico
2017,101 to 150%,1391460,state,new york
2017,101 to 150%,863780,state,north carolina
2017,101 to 150%,48609,state,north dakota
2017,101 to 150%,887811,state,ohio
2017,101 to 150%,404771,state,oklahoma
2017,101 to 150%,296901,state,oregon
2017,101 to 150%,841939,state,pennsylvania
2017,101 to 150%,62827,state,rhode island
2017,101 to 150%,452202,state,south carolina
2017,101 to 150%,65091,state,south dakota
2017,101 to 150%,587125,state,tennessee
2017,101 to 150%,2427839,state,texas
2017,101 to 150%,210365,state,utah
2017,101 to 150%,45099,state,vermont
2017,101 to 150%,447813,state,virginia
2017,101 to 150%,428225,state,washington
2017,101 to 150%,173630,state,west virginia
2017,101 to 150%,414548,state,wisconsin
2017,101 to 150%,46257,state,wyoming
2017,151 to 200%,433366,state,alabama
2017,151 to 200%,71505,state,alaska
2017,151 to 200%,605232,state,arizona
2017,151 to 200%,299397,state,arkansas
2017,151 to 200%,2918547,state,california
2017,151 to 200%,393443,state,colorado
2017,151 to 200%,207997,state,connecticut
2017,151 to 200%,50269,state,delaware
2017,151 to 200%,30323,state,district of columbia
2017,151 to 200%,1764636,state,florida
2017,151 to 200%,874277,state,georgia
2017,151 to 200%,91201,state,hawaii
2017,151 to 200%,185145,state,idaho
2017,151 to 200%,940245,state,illinois
2017,151 to 200%,565439,state,indiana
2017,151 to 200%,273624,state,iowa
2017,151 to 200%,268689,state,kansas
2017,151 to 200%,401522,state,kentucky
2017,151 to 200%,390834,state,louisiana
2017,151 to 200%,94021,state,maine
2017,151 to 200%,341305,state,maryland
2017,151 to 200%,341598,state,massachusetts
2017,151 to 200%,829715,state,michigan
2017,151 to 200%,345359,state,minnesota
2017,151 to 200%,277241,state,mississippi
2017,151 to 200%,520867,state,missouri
2017,151 to 200%,94888,state,montana
2017,151 to 200%,166865,state,nebraska
2017,151 to 200%,259249,state,nevada
2017,151 to 200%,69407,state,new hampshire
2017,151 to 200%,532344,state,new jersey
2017,151 to 200%,172142,state,new mexico
2017,151 to 200%,1315867,state,new york
2017,151 to 200%,890704,state,north carolina
2017,151 to 200%,53870,state,north dakota
2017,151 to 200%,966413,state,ohio
2017,151 to 200%,393973,state,oklahoma
2017,151 to 200%,315122,state,oregon
2017,151 to 200%,925605,state,pennsylvania
2017,151 to 200%,63816,state,rhode island
2017,151 to 200%,435013,state,south carolina
2017,151 to 200%,57752,state,south dakota
2017,151 to 200%,574278,state,tennessee
2017,151 to 200%,2382746,state,texas
2017,151 to 200%,247467,state,utah
2017,151 to 200%,52311,state,vermont
2017,151 to 200%,536736,state,virginia
2017,151 to 200%,500820,state,washington
2017,151 to 200%,153079,state,west virginia
2017,151 to 200%,467791,state,wisconsin
2017,151 to 200%,43012,state,wyoming
2017,50% or Less,240374,state,alabama
2017,50% or Less,34092,state,alaska
2017,50% or Less,307090,state,arizona
2017,50% or Less,141236,state,arkansas
2017,50% or Less,1286616,state,california
2017,50% or Less,168144,state,colorado
2017,50% or Less,93417,state,connecticut
2017,50% or Less,42572,state,delaware
2017,50% or Less,36065,state,district of columbia
2017,50% or Less,813066,state,florida
2017,50% or Less,485357,state,georgia
2017,50% or Less,46991,state,hawaii
2017,50% or Less,60593,state,idaho
2017,50% or Less,509954,state,illinois
2017,50% or Less,272315,state,indiana
2017,50% or Less,75304,state,iowa
2017,50% or Less,105575,state,kansas
2017,50% or Less,241954,state,kentucky
2017,50% or Less,297815,state,louisiana
2017,50% or Less,36225,state,maine
2017,50% or Less,165472,state,maryland
2017,50% or Less,220248,state,massachusetts
2017,50% or Less,417032,state,michigan
2017,50% or Less,143398,state,minnesota
2017,50% or Less,183296,state,mississippi
2017,50% or Less,226171,state,missouri
2017,50% or Less,38343,state,montana
2017,50% or Less,62433,state,nebraska
2017,50% or Less,104471,state,nevada
2017,50% or Less,30546,state,new hampshire
2017,50% or Less,257747,state,new jersey
2017,50% or Less,123773,state,new mexico
2017,50% or Less,838952,state,new york
2017,50% or Less,461989,state,north carolina
2017,50% or Less,26948,state,north dakota
2017,50% or Less,487042,state,ohio
2017,50% or Less,166624,state,oklahoma
2017,50% or Less,130254,state,oregon
2017,50% or Less,496952,state,pennsylvania
2017,50% or Less,26706,state,rhode island
2017,50% or Less,243396,state,south carolina
2017,50% or Less,28880,state,south dakota
2017,50% or Less,296346,state,tennessee
2017,50% or Less,1251662,state,texas
2017,50% or Less,73661,state,utah
2017,50% or Less,16653,state,vermont
2017,50% or Less,260180,state,virginia
2017,50% or Less,215355,state,washington
2017,50% or Less,94914,state,west virginia
2017,50% or Less,162277,state,wisconsin
2017,50% or Less,24910,state,wyoming
2017,51 to 100%,387239,state,alabama
2017,51 to 100%,50108,state,alaska
2017,51 to 100%,463715,state,arizona
2017,51 to 100%,240575,state,arkansas
2017,51 to 100%,2412604,state,california
2017,51 to 100%,247110,state,colorado
2017,51 to 100%,146126,state,connecticut
2017,51 to 100%,45278,state,delaware
2017,51 to 100%,34438,state,district of columbia
2017,51 to 100%,1284425,state,florida
2017,51 to 100%,721820,state,georgia
2017,51 to 100%,71185,state,hawaii
2017,51 to 100%,102201,state,idaho
2017,51 to 100%,734580,state,illinois
2017,51 to 100%,393652,state,indiana
2017,51 to 100%,157408,state,iowa
2017,51 to 100%,156565,state,kansas
2017,51 to 100%,388586,state,kentucky
2017,51 to 100%,414143,state,louisiana
2017,51 to 100%,64228,state,maine
